date,open,prev_close,close,vix_close,vix_prev,gap_pct,us_pct,fii_net,pcr,sig_gap,sig_us,sig_fii,sig_pcr,morning_score
2024-08-20,24648.9,24572.65,24698.85,13.82,14.32,0.31,0.972,,,1,1,0,0,2
2024-08-21,24680.55,24698.85,24770.2,13.33,13.82,-0.074,-0.198,,,0,0,0,0,0
2024-08-22,24863.4,24770.2,24811.5,13.0,13.33,0.376,0.424,,,1,0,0,0,1
2024-08-23,24845.4,24811.5,24823.15,13.55,13.0,0.137,-0.893,,,0,-1,0,0,-1
2024-08-26,24906.1,24823.15,25010.6,13.8,13.55,0.334,1.148,,,1,1,0,0,2
2024-08-27,25024.8,25010.6,25017.75,13.63,13.8,0.057,-0.315,,,0,0,0,0,0
2024-08-28,25030.8,25017.75,25052.35,13.95,13.63,0.052,0.16,,,0,0,0,0,0
2024-08-29,25035.3,25052.35,25151.95,13.79,13.95,-0.068,-0.598,,,0,-1,0,0,-1
2024-08-30,25249.7,25151.95,25235.9,13.39,13.79,0.389,-0.004,,,1,0,0,0,1
2024-09-02,25333.6,25235.9,25278.7,14.06,13.39,0.387,1.009,,,1,1,0,0,2
2024-09-03,25313.4,25278.7,25279.85,13.84,14.06,0.137,1.009,,,0,1,0,0,1
2024-09-04,25089.95,25279.85,25198.7,14.38,13.84,-0.751,-2.115,,,-1,-1,0,0,-2
2024-09-05,25250.5,25198.7,25145.1,14.21,14.38,0.206,-0.16,,,0,0,0,0,0
2024-09-06,25093.7,25145.1,24852.15,15.22,14.21,-0.204,-0.302,,,0,0,0,0,0
2024-09-09,24823.4,24852.15,24936.4,14.24,15.22,-0.116,-1.726,,,0,-1,0,0,-1
2024-09-10,24999.4,24936.4,25041.1,13.36,14.24,0.253,1.158,,,0,1,0,0,1
2024-09-11,25034.0,25041.1,24918.45,13.63,13.36,-0.028,0.447,,,0,0,0,0,0
2024-09-12,25059.65,24918.45,25388.9,13.18,13.63,0.567,1.067,,,1,1,0,0,2
2024-09-13,25430.45,25388.9,25356.5,12.55,13.18,0.164,0.75,,,0,1,0,0,1
2024-09-16,25406.65,25356.5,25383.75,12.46,12.55,0.198,0.541,,,0,1,0,0,1
2024-09-17,25416.9,25383.75,25418.55,12.59,12.46,0.131,0.126,,,0,0,0,0,0
2024-09-18,25402.4,25418.55,25377.55,13.37,12.59,-0.064,0.026,,,0,0,0,0,0
2024-09-19,25487.05,25377.55,25415.8,12.47,13.37,0.431,-0.29,,,1,0,0,0,1
2024-09-20,25525.95,25415.8,25790.95,12.79,12.47,0.433,1.698,,,1,1,0,0,2
2024-09-23,25872.55,25790.95,25939.05,13.79,12.79,0.316,-0.194,,,1,0,0,0,1
2024-09-24,25921.45,25939.05,25940.4,13.39,13.79,-0.068,0.281,,,0,0,0,0,0
2024-09-25,25899.45,25940.4,26004.15,12.74,13.39,-0.158,0.251,,,0,0,0,0,0
2024-09-26,26005.4,26004.15,26216.05,12.0,12.74,0.005,-0.186,,,0,0,0,0,0
2024-09-27,26248.25,26216.05,26178.95,11.96,12.0,0.123,0.404,,,0,0,0,0,0
2024-09-30,26061.3,26178.95,25810.85,12.79,11.96,-0.449,-0.125,,,-1,0,0,0,-1
2024-10-01,25788.45,25810.85,25796.9,11.99,12.79,-0.087,0.424,,,0,0,0,0,0
2024-10-03,25452.85,25796.9,25250.1,13.17,11.99,-1.334,0.014,,,-1,0,0,0,-1
2024-10-04,25181.9,25250.1,25014.6,14.13,13.17,-0.27,-0.168,,,0,0,0,0,0
2024-10-07,25084.1,25014.6,24795.75,15.08,14.13,0.278,0.897,,,0,1,0,0,1
2024-10-08,24832.2,24795.75,25013.15,14.59,15.08,0.147,-0.959,,,0,-1,0,0,-1
2024-10-09,25065.8,25013.15,24981.95,14.12,14.59,0.21,0.969,,,0,1,0,0,1
2024-10-10,25067.05,24981.95,24998.45,13.5,14.12,0.341,0.711,,,1,1,0,0,2
2024-10-11,24985.3,24998.45,24964.25,13.22,13.5,-0.053,-0.207,,,0,0,0,0,0
2024-10-14,25023.45,24964.25,25127.95,13.0,13.22,0.237,0.605,,,0,1,0,0,1
2024-10-15,25186.3,25127.95,25057.35,13.0,13.0,0.232,0.771,,,0,1,0,0,1
2024-10-16,25008.55,25057.35,24971.3,13.05,13.0,-0.195,-0.761,,,0,-1,0,0,-1
2024-10-17,25027.4,24971.3,24749.85,13.39,13.05,0.225,0.468,,,0,0,0,0,0
2024-10-18,24664.95,24749.85,24854.05,13.04,13.39,-0.343,-0.017,,,-1,0,0,0,-1
2024-10-21,24956.15,24854.05,24781.1,13.76,13.04,0.411,0.397,,,1,0,0,0,1
2024-10-22,24798.65,24781.1,24472.1,14.4,13.76,0.071,-0.182,,,0,0,0,0,0
2024-10-23,24378.15,24472.1,24435.5,14.62,14.4,-0.384,-0.047,,,-1,0,0,0,-1
2024-10-24,24412.7,24435.5,24399.4,13.97,14.62,-0.093,-0.919,,,0,-1,0,0,-1
2024-10-25,24418.05,24399.4,24180.8,14.63,13.97,0.076,0.215,,,0,0,0,0,0
2024-10-28,24251.1,24180.8,24339.15,14.29,14.63,0.291,-0.03,,,0,0,0,0,0
2024-10-29,24328.85,24339.15,24466.85,14.52,14.29,-0.042,0.265,,,0,0,0,0,0
2024-10-30,24371.45,24466.85,24340.85,15.51,14.52,-0.39,0.161,,,-1,0,0,0,-1
2024-10-31,24349.85,24340.85,24205.35,15.55,15.51,0.037,-0.33,,,0,0,0,0,0
2024-11-01,24302.75,24205.35,24304.35,15.9,15.55,0.402,-1.861,,,1,-1,0,0,0
2024-11-04,24315.75,24304.35,23995.35,16.69,15.9,0.047,0.409,,,0,0,0,0,0
2024-11-05,23916.5,23995.35,24213.3,16.12,16.69,-0.329,-0.281,,,-1,0,0,0,-1
