date,open,prev_close,close,vix_close,vix_prev,gap_pct,us_pct,fii_net,pcr,sig_gap,sig_us,sig_fii,sig_pcr,morning_score
2024-11-06,24308.75,24213.3,24484.05,14.87,16.12,0.394,1.227,,,1,1,0,0,2
2024-11-07,24489.6,24484.05,24199.35,14.94,14.87,0.023,2.53,,,0,1,0,0,1
2024-11-08,24207.7,24199.35,24148.2,14.47,14.94,0.035,0.743,,,0,1,0,0,1
2024-11-11,24087.25,24148.2,24141.3,14.27,14.47,-0.252,0.376,,,0,0,0,0,0
2024-11-12,24225.8,24141.3,23883.45,14.59,14.27,0.35,0.097,,,1,0,0,0,1
2024-11-13,23822.45,23883.45,23559.05,15.44,14.59,-0.255,-0.289,,,0,0,0,0,0
2024-11-14,23542.15,23559.05,23532.7,14.78,15.44,-0.072,0.023,,,0,0,0,0,0
2024-11-18,23605.3,23532.7,23453.8,15.17,14.78,0.309,-1.32,,,1,-1,0,0,0
2024-11-19,23529.55,23453.8,23518.5,15.66,15.17,0.323,0.392,,,1,0,0,0,1
2024-11-21,23488.45,23518.5,23349.9,15.99,15.66,-0.128,0.002,,,0,0,0,0,0
2024-11-22,23411.8,23349.9,23907.25,16.1,15.99,0.265,0.534,,,0,1,0,0,1
2024-11-25,24253.55,23907.25,24221.9,15.3,16.1,1.449,0.347,,,1,0,0,0,1
2024-11-26,24343.3,24221.9,24194.5,15.31,15.3,0.501,0.302,,,1,0,0,0,1
2024-11-27,24204.8,24194.5,24274.9,14.63,15.31,0.043,0.572,,,0,1,0,0,1
2024-11-28,24274.15,24274.9,23914.15,15.21,14.63,-0.003,-0.38,,,0,0,0,0,0
2024-11-29,23927.15,23914.15,24131.1,14.43,15.21,0.054,-0.38,,,0,0,0,0,0
2024-12-02,24140.85,24131.1,24276.05,14.7,14.43,0.04,0.561,,,0,1,0,0,1
2024-12-03,24367.5,24276.05,24457.15,14.37,14.7,0.377,0.245,,,1,0,0,0,1
2024-12-04,24488.75,24457.15,24467.45,14.45,14.37,0.129,0.045,,,0,0,0,0,0
2024-12-05,24539.15,24467.45,24708.4,14.53,14.45,0.293,0.605,,,0,1,0,0,1
2024-12-06,24729.45,24708.4,24677.8,14.14,14.53,0.085,-0.187,,,0,0,0,0,0
2024-12-09,24633.9,24677.8,24619.0,14.11,14.14,-0.178,0.25,,,0,0,0,0,0
2024-12-10,24652.65,24619.0,24610.05,13.78,14.11,0.137,-0.614,,,0,-1,0,0,-1
2024-12-11,24620.5,24610.05,24641.8,13.27,13.78,0.042,-0.296,,,0,0,0,0,0
2024-12-12,24604.45,24641.8,24548.7,13.19,13.27,-0.152,0.817,,,0,1,0,0,1
2024-12-13,24498.35,24548.7,24768.3,13.05,13.19,-0.205,-0.541,,,0,-1,0,0,-1
2024-12-16,24753.4,24768.3,24668.25,14.02,13.05,-0.06,-0.003,,,0,0,0,0,0
2024-12-17,24584.8,24668.25,24336.0,14.49,14.02,-0.338,0.38,,,-1,0,0,0,-1
2024-12-18,24297.95,24336.0,24198.85,14.37,14.49,-0.156,-0.386,,,0,0,0,0,0
2024-12-19,23877.15,24198.85,23951.7,14.51,14.37,-1.329,-2.949,,,-1,-1,0,0,-2
2024-12-20,23960.7,23951.7,23587.5,15.07,14.51,0.038,-0.087,,,0,0,0,0,0
2024-12-23,23738.2,23587.5,23753.45,13.52,15.07,0.639,1.087,,,1,1,0,0,2
2024-12-24,23769.1,23753.45,23727.65,13.18,13.52,0.066,0.729,,,0,1,0,0,1
