date,open,prev_close,close,vix_close,vix_prev,morning_score
2019-09-12,26380.0,26309.65,26285.0,14.9,15.37,1
2019-09-13,26375.05,26285.0,26460.1,14.12,14.9,1
2019-09-16,26282.15,26460.1,26431.2,14.95,14.12,-1
2019-09-17,26436.6,26431.2,25987.95,16.02,14.95,0
2019-09-18,26127.3,25987.95,26149.9,15.35,16.02,1
2019-09-19,26178.7,26149.9,25922.1,15.55,15.35,0
2019-09-20,26026.45,25922.1,27406.85,15.4,15.55,1
2019-09-23,27841.7,27406.85,27912.35,16.79,15.4,1
2019-09-24,27972.2,27912.35,27942.55,16.73,16.79,1
2019-09-25,27874.15,27942.55,27484.5,16.17,16.73,-1
2019-09-26,27517.6,27484.5,27811.0,16.34,16.17,1
2019-09-27,27790.7,27811.0,27818.1,16.11,16.34,0
2019-09-30,27794.4,27818.1,27520.3,15.87,16.11,-1
2019-10-01,27630.5,27520.3,27249.85,16.76,15.87,2
2019-10-03,27151.6,27249.85,27023.2,17.7,16.76,-3
2019-10-04,27136.25,27023.2,26681.6,17.58,17.7,2
2019-10-07,26651.8,26681.6,26295.05,17.83,17.58,1
2019-10-09,26320.9,26295.05,26660.3,17.16,17.83,-1
2019-10-10,26575.8,26660.3,26492.85,17.23,17.16,0
2019-10-11,26556.8,26492.85,26598.6,17.14,17.23,1
2019-10-14,26679.6,26598.6,26791.6,17.43,17.14,2
2019-10-15,26829.75,26791.6,27010.6,16.85,17.43,0
2019-10-16,27085.1,27010.6,27240.55,16.36,16.85,1
2019-10-17,27275.6,27240.55,27627.6,15.88,16.36,0
2019-10-18,27665.2,27627.6,28014.15,15.93,15.88,1
2019-10-22,28088.0,28014.15,28163.95,16.81,15.93,1
2019-10-23,28202.65,28163.95,28140.45,16.54,16.81,0
2019-10-24,28220.75,28140.45,28045.25,16.24,16.54,0
2019-10-25,28054.65,28045.25,27959.55,15.32,16.24,0
2019-10-29,28105.35,27959.55,28447.6,16.42,15.32,2
2019-10-30,28557.6,28447.6,28636.4,16.66,16.42,1
2019-10-31,28757.75,28636.4,28722.1,16.28,16.66,2
2019-11-01,28794.25,28722.1,28706.55,15.73,16.28,1
2019-11-04,28760.05,28706.55,28652.9,15.93,15.73,1
2019-11-05,28670.85,28652.9,28442.35,15.92,15.93,0
2019-11-06,28449.6,28442.35,28534.2,15.78,15.92,0
2019-11-07,28673.15,28534.2,28686.25,15.21,15.78,2
2019-11-08,28721.4,28686.25,28387.25,15.86,15.21,0
2019-11-11,28323.9,28387.25,28451.15,16.25,15.86,0
2019-11-13,28535.85,28451.15,28298.6,16.46,16.25,0
2019-11-14,28324.65,28298.6,28175.6,15.65,16.46,0
2019-11-15,28266.65,28175.6,28195.55,15.03,15.65,1
2019-11-18,28262.15,28195.55,28154.0,15.76,15.03,0
2019-11-19,28152.1,28154.0,28071.9,15.41,15.76,0
2019-11-20,28178.7,28071.9,28245.95,15.16,15.41,1
2019-11-21,28360.8,28245.95,28132.6,14.98,15.16,1
2019-11-22,28157.7,28132.6,28059.2,14.87,14.98,1
2019-11-25,28090.05,28059.2,28443.5,15.0,14.87,0
2019-11-26,28554.3,28443.5,28264.05,14.84,15.0,2
2019-11-27,28357.4,28264.05,28468.7,14.62,14.84,2
2019-11-28,28500.85,28468.7,28765.6,13.99,14.62,0
2019-11-29,28798.05,28765.6,28546.45,13.9,13.99,1
2019-12-02,28581.05,28546.45,28539.45,14.2,13.9,-1
2019-12-03,28608.45,28539.45,28333.2,14.56,14.2,-2
2019-12-04,28239.1,28333.2,28364.2,13.32,14.56,-3
2019-12-05,28337.9,28364.2,28145.55,14.31,13.32,1
2019-12-06,28221.2,28145.55,27854.05,13.64,14.31,0
2019-12-09,27870.3,27854.05,27758.05,14.6,13.64,1
2019-12-10,27786.45,27758.05,27463.65,14.29,14.6,0
2019-12-11,27509.7,27463.65,27594.25,13.38,14.29,0
2019-12-12,27734.3,27594.25,27793.8,13.35,13.38,1
2019-12-13,27906.2,27793.8,28076.7,13.3,13.35,2
2019-12-16,28095.9,28076.7,27915.25,13.42,13.3,0
2019-12-17,27977.4,27915.25,28031.75,12.52,13.42,1
2019-12-18,28086.15,28031.75,28138.2,12.34,12.52,1
2019-12-19,28154.0,28138.2,28245.3,12.12,12.34,1
2019-12-20,28282.25,28245.3,28406.25,12.33,12.12,0
2019-12-23,28383.55,28406.25,28395.75,11.96,12.33,0
2019-12-24,28423.7,28395.75,28382.85,11.63,11.96,1
2019-12-26,28409.1,28382.85,28280.25,11.12,11.63,0
2019-12-27,28354.5,28280.25,28476.8,10.53,11.12,1
2019-12-30,28528.95,28476.8,28484.85,11.01,10.53,0
2019-12-31,28495.0,28484.85,28307.55,11.67,11.01,-1
2020-01-02,28325.45,28307.55,28535.4,11.49,11.67,0
2020-01-03,28493.6,28535.4,28478.95,12.7,11.49,1
2020-01-06,28316.45,28478.95,27894.9,14.78,12.7,-1
2020-01-07,28049.55,27894.9,28101.2,14.61,14.78,1
2020-01-08,27739.05,28101.2,28113.55,15.64,14.61,-1
2020-01-09,28397.1,28113.55,28484.3,14.0,15.64,1
2020-01-10,28556.7,28484.3,28556.05,14.08,14.0,1
2020-01-13,28669.35,28556.05,28783.55,14.28,14.08,1
2020-01-14,28836.5,28783.55,28845.25,13.91,14.28,1
2020-01-15,28862.5,28845.25,28957.95,14.12,13.91,0
2020-01-16,29068.2,28957.95,28978.6,14.18,14.12,1
2020-01-17,28957.3,28978.6,29034.85,14.13,14.18,1
2020-01-20,29122.85,29034.85,28754.45,15.41,14.13,1
2020-01-21,28699.1,28754.45,28617.35,15.86,15.41,0
2020-01-22,28711.35,28617.35,28593.0,16.36,15.86,1
2020-01-23,28638.35,28593.0,28898.3,15.86,16.36,0
2020-01-24,28888.6,28898.3,29153.75,15.56,15.86,1
2020-01-27,29058.75,29153.75,28960.75,17.18,15.56,-2
2020-01-28,29034.75,28960.75,28888.75,17.3,17.18,-1
2020-01-29,29025.2,28888.75,29045.4,16.5,17.3,1
2020-01-30,29078.75,29045.4,28533.0,16.8,16.5,-1
2020-01-31,28656.1,28533.0,28294.6,17.37,16.8,1
2020-02-03,27302.1,28294.6,27534.7,15.78,17.37,-3
2020-02-04,27728.85,27534.7,28112.45,14.38,15.78,1
2020-02-05,28235.3,28112.45,28537.8,14.17,14.38,2
2020-02-06,28625.3,28537.8,28871.35,13.78,14.17,2
2020-02-07,28900.0,28871.35,29046.45,13.75,13.78,0
2020-02-10,29066.95,29046.45,28953.7,14.21,13.75,-1
2020-02-11,29086.65,28953.7,28854.35,13.88,14.21,2
2020-02-12,28927.4,28854.35,28855.35,13.62,13.88,0
2020-02-13,28829.5,28855.35,28807.6,13.37,13.62,1
2020-02-14,28790.4,28807.6,28501.05,13.62,13.37,1
2020-02-17,28513.65,28501.05,28169.6,14.42,13.62,0
2020-02-18,28116.45,28169.6,28060.35,14.51,14.42,0
2020-02-19,28290.2,28060.35,28630.75,14.02,14.51,1
2020-02-20,28632.2,28630.75,28669.8,13.7,14.02,0
2020-02-24,28478.8,28669.8,28073.9,17.0,13.7,-1
2020-02-25,28217.2,28073.9,27863.65,16.9,17.0,-1
2020-02-26,27757.65,27863.65,27470.15,18.26,16.9,-3
2020-02-27,27451.5,27470.15,27404.3,17.77,18.26,-1
2020-02-28,26859.65,27404.3,26482.0,23.24,17.77,-3
2020-03-02,26870.1,26482.0,26404.3,25.2,23.24,-1
2020-03-03,26609.25,26404.3,26926.3,24.54,25.2,1
2020-03-04,27077.35,26926.3,26717.15,24.23,24.54,-1
2020-03-05,26874.7,26717.15,26877.55,23.25,24.23,2
2020-03-06,26000.05,26877.55,26291.85,25.64,23.25,-3
2020-03-09,25843.85,26291.85,25139.45,30.8,25.64,-3
2020-03-11,25065.4,25139.45,24955.6,31.56,30.8,0
2020-03-12,24047.1,24955.6,22776.4,41.16,31.56,-3
2020-03-13,21140.65,22776.4,23423.8,51.47,41.16,-3
2020-03-16,22653.0,23423.8,22184.35,58.88,51.47,-1
2020-03-17,22210.0,22184.35,22003.15,62.93,58.88,-2
2020-03-18,22300.85,22003.15,20924.75,63.96,62.93,1
2020-03-19,19964.05,20924.75,20238.25,72.2,63.96,-3
2020-03-20,20421.75,20238.25,20963.8,67.1,72.2,0
2020-03-23,19308.85,20963.8,18524.65,71.99,67.1,-3
2020-03-24,18781.0,18524.65,18720.1,83.61,71.99,-1
2020-03-25,18504.4,18720.1,19393.0,77.63,83.61,-1
2020-03-26,19714.5,19393.0,20459.85,71.53,77.63,1
2020-03-27,21002.4,20459.85,20431.6,70.39,71.53,2
2020-03-30,20085.8,20431.6,20263.0,71.89,70.39,-2
2020-03-31,20788.05,20263.0,21116.25,64.41,71.89,1
2020-04-01,21168.3,21116.25,20664.55,60.05,64.41,-2
2020-04-03,20730.7,20664.55,20399.7,55.3,60.05,1
2020-04-07,21068.5,20399.7,21702.3,51.8,55.3,1
2020-04-08,21675.5,21702.3,22139.65,52.24,51.8,0
2020-04-09,22602.8,22139.65,22898.85,49.75,52.24,3
2020-04-13,22903.55,22898.85,22864.5,51.46,49.75,2
2020-04-15,23056.15,22864.5,23051.15,49.74,51.46,1
2020-04-16,22950.3,23051.15,23222.85,46.1,49.74,-1
2020-04-17,23862.15,23222.85,23513.7,42.59,46.1,1
2020-04-20,23726.6,23513.7,23395.4,43.46,42.59,1
2020-04-21,22953.35,23395.4,23022.85,45.2,43.46,-2
2020-04-22,23027.95,23022.85,23310.75,42.82,45.2,-2
2020-04-23,23438.5,23310.75,23372.65,39.23,42.82,1
2020-04-24,23117.6,23372.65,22963.8,39.12,39.23,-1
2020-04-27,23170.75,22963.8,23429.25,38.04,39.12,2
2020-04-28,23680.25,23429.25,23367.95,35.35,38.04,2
2020-04-29,23498.2,23367.95,23624.05,33.84,35.35,0
2020-04-30,23967.45,23624.05,24102.75,33.99,33.84,2
2020-05-04,23432.0,24102.75,23108.95,43.67,33.99,-1
2020-05-05,23435.7,23108.95,22791.5,43.61,43.67,0
2020-05-06,22823.95,22791.5,23009.8,41.25,43.61,0
2020-05-07,22974.15,23009.8,22759.85,39.93,41.25,-1
2020-05-08,23030.0,22759.85,22959.5,38.41,39.93,3
2020-05-11,23182.35,22959.5,23201.45,38.04,38.41,3
2020-05-12,23087.95,23201.45,23164.65,38.21,38.04,-1
2020-05-13,23876.4,23164.65,23457.65,38.84,38.21,-1
2020-05-14,23330.05,23457.65,23306.6,38.18,38.84,-2
2020-05-15,23378.3,23306.6,23177.8,38.02,38.18,1
2020-05-18,23186.5,23177.8,22447.4,40.92,38.02,-1
2020-05-19,22715.5,22447.4,22567.8,39.45,40.92,1
2020-05-20,22581.5,22567.8,23003.1,35.81,39.45,-2
2020-05-21,23097.2,23003.1,23283.05,32.99,35.81,1
2020-05-22,23231.1,23283.05,23031.55,32.38,32.99,-1
2020-05-26,23111.95,23031.55,23061.8,31.47,32.38,0
2020-05-27,23089.8,23061.8,23088.5,31.27,31.47,2
2020-05-28,23163.25,23088.5,23496.5,30.02,31.27,2
2020-05-29,23413.15,23496.5,24065.0,30.22,30.02,0
2020-06-01,24291.45,24065.0,24440.5,30.74,30.22,2
2020-06-02,24561.7,24440.5,24600.0,30.12,30.74,2
2020-06-03,24844.35,24600.0,24745.2,30.04,30.12,3
2020-06-04,24850.3,24745.2,24854.8,29.69,30.04,3
2020-06-05,25048.8,24854.8,25324.8,28.68,29.69,2
2020-06-08,25681.45,25324.8,25329.45,29.65,28.68,2
2020-06-09,25489.0,25329.45,25162.65,30.21,29.65,2
2020-06-10,25188.75,25162.65,25153.75,29.44,30.21,-1
2020-06-11,25142.0,25153.75,24768.8,29.66,29.44,-1
2020-06-12,23913.85,24768.8,25018.75,30.82,29.66,-2
2020-06-15,25053.3,25018.75,24793.3,32.58,30.82,0
2020-06-16,25119.6,24793.3,24863.45,32.97,32.58,1
2020-06-17,24784.95,24863.45,24883.8,33.35,32.97,-1
2020-06-18,24837.1,24883.8,24953.65,31.46,33.35,0
2020-06-19,25074.85,24953.65,25227.0,29.97,31.46,1
2020-06-22,25479.5,25227.0,25723.3,30.46,29.97,1
2020-06-23,25871.8,25723.3,26188.85,29.34,30.46,2
2020-06-24,26420.8,26188.85,25911.95,29.58,29.34,1
2020-06-25,25774.85,25911.95,25931.05,29.73,29.58,-1
2020-06-26,26142.1,25931.05,25974.5,28.74,29.73,1
2020-06-29,25932.75,25974.5,25759.5,28.91,28.74,-1
2020-06-30,25910.25,25759.5,25743.7,29.12,28.91,1
2020-07-01,25846.1,25743.7,25755.45,28.12,29.12,1
2020-07-02,25801.4,25755.45,25947.5,26.51,28.12,0
2020-07-03,26109.1,25947.5,26146.25,25.77,26.51,1
2020-07-06,26318.45,26146.25,26264.85,25.2,25.77,1
2020-07-07,26352.75,26264.85,26390.6,25.1,25.2,2
2020-07-08,26473.35,26390.6,26299.5,26.1,25.1,0
2020-07-09,26377.45,26299.5,26268.6,24.91,26.1,1
2020-07-10,26246.35,26268.6,26208.65,24.94,24.91,-1
2020-07-13,26351.7,26208.65,26274.85,25.25,24.94,1
2020-07-14,26233.95,26274.85,26016.9,26.64,25.25,-1
2020-07-15,26172.95,26016.9,25875.25,26.29,26.64,1
2020-07-16,25979.8,25875.25,25950.05,25.36,26.29,2
2020-07-17,26036.4,25950.05,26375.8,24.16,25.36,0
2020-07-20,26505.15,26375.8,26525.75,24.71,24.16,1
2020-07-21,26719.55,26525.75,26571.6,24.43,24.71,3
2020-07-22,26658.45,26571.6,26426.85,24.89,24.43,2
2020-07-23,26495.1,26426.85,26642.3,24.64,24.89,2
2020-07-24,26532.0,26642.3,26340.55,24.54,24.64,-1
2020-07-27,26412.4,26340.55,26134.3,25.02,24.54,0
2020-07-28,26207.4,26134.3,26309.75,23.64,25.02,1
2020-07-29,26337.85,26309.75,26433.05,24.11,23.64,-1
2020-07-30,26539.45,26433.05,26565.4,24.73,24.11,2
2020-07-31,26657.95,26565.4,26861.35,24.19,24.73,1
2020-08-03,26852.1,26861.35,26725.75,25.19,24.19,1
2020-08-04,26890.85,26725.75,26897.2,23.82,25.19,3
2020-08-05,27026.3,26897.2,26874.3,23.57,23.82,1
2020-08-06,27005.75,26874.3,27064.45,23.15,23.57,2
2020-08-07,27127.5,27064.45,27130.45,22.58,23.15,1
2020-08-10,27406.9,27130.45,27526.05,22.51,22.58,1
2020-08-11,27658.2,27526.05,27392.05,21.36,22.51,1
2020-08-12,27377.65,27392.05,27381.15,20.85,21.36,0
2020-08-13,27499.1,27381.15,27515.8,20.57,20.85,2
2020-08-14,27624.5,27515.8,27260.45,21.67,20.57,1
2020-08-17,27469.7,27260.45,27351.45,21.31,21.67,1
2020-08-18,27442.4,27351.45,27667.65,20.43,21.31,1
2020-08-19,27817.9,27667.65,27709.7,19.96,20.43,2
2020-08-20,27597.6,27709.7,27687.9,20.62,19.96,-1
2020-08-21,27985.45,27687.9,27772.45,19.94,20.62,1
2020-08-24,27926.5,27772.45,27776.45,19.23,19.94,1
2020-08-25,27934.4,27776.45,27801.2,19.32,19.23,2
2020-08-26,27932.55,27801.2,27818.6,19.3,19.32,2
2020-08-27,27973.0,27818.6,27935.55,18.9,19.3,3
2020-08-28,28075.0,27935.55,28018.75,18.35,18.9,2
2020-08-31,28162.0,28018.75,26824.15,22.84,18.35,3
2020-09-01,26943.75,26824.15,27142.9,21.8,22.84,0
2020-09-02,27222.95,27142.9,27448.0,21.11,21.8,1
2020-09-03,27564.6,27448.0,27614.2,20.5,21.11,2
2020-09-04,27249.85,27614.2,27105.5,22.15,20.5,-2
2020-09-07,27206.55,27105.5,27016.0,22.01,22.15,-1
2020-09-08,27084.95,27016.0,26832.75,22.72,22.01,-1
2020-09-09,26661.15,26832.75,26788.05,22.23,22.72,-3
2020-09-10,26941.2,26788.05,27048.35,21.26,22.23,2
2020-09-11,27066.9,27048.35,27288.5,20.71,21.26,-1
2020-09-14,27459.2,27288.5,27256.0,21.19,20.71,2
2020-09-15,27361.0,27256.0,27515.8,20.6,21.19,2
2020-09-16,27621.0,27515.8,27646.05,19.66,20.6,3
2020-09-17,27568.5,27646.05,27486.25,20.1,19.66,0
2020-09-18,27624.2,27486.25,27552.85,20.05,20.1,0
2020-09-21,27601.8,27552.85,26671.25,22.19,20.05,-1
2020-09-22,26654.0,26671.25,26357.5,21.41,22.19,-1
2020-09-23,26538.85,26357.5,26290.0,20.99,21.41,1
2020-09-24,26056.25,26290.0,25696.6,23.51,20.99,-3
2020-09-25,25968.6,25696.6,26397.7,20.68,23.51,0
2020-09-28,26660.05,26397.7,26990.9,19.57,20.68,1
2020-09-29,27180.55,26990.9,26866.0,19.77,19.57,2
2020-09-30,26994.5,26866.0,27034.25,19.53,19.77,1
2020-10-01,27246.35,27034.25,27250.95,18.35,19.53,2
2020-10-05,27403.25,27250.95,27321.3,19.7,18.35,1
2020-10-06,27483.7,27321.3,27423.3,19.64,19.7,2
2020-10-07,27457.75,27423.3,27354.95,20.06,19.64,0
2020-10-08,27488.95,27354.95,27489.0,20.38,20.06,3
2020-10-09,27556.3,27489.0,27410.3,20.38,20.38,1
2020-10-12,27486.5,27410.3,27297.35,21.13,20.38,1
2020-10-13,27267.2,27297.35,27183.8,20.72,21.13,1
2020-10-14,27181.7,27183.8,27383.45,20.21,20.72,-1
2020-10-15,27465.0,27383.45,26922.05,22.06,20.21,-1
2020-10-16,27007.45,26922.05,27155.7,21.65,22.06,1
2020-10-19,27298.9,27155.7,27379.75,21.82,21.65,1
2020-10-20,27366.65,27379.75,27435.0,22.69,21.82,0
2020-10-21,27537.95,27435.0,27370.7,22.92,22.69,2
2020-10-22,27345.45,27370.7,27351.3,22.64,22.92,1
2020-10-23,27416.65,27351.3,27432.55,21.83,22.64,2
2020-10-26,27529.2,27432.55,27062.4,22.83,21.83,1
2020-10-27,27117.6,27062.4,27462.15,22.2,22.83,-1
2020-10-28,27560.0,27462.15,27236.2,23.28,22.2,2
2020-10-29,27034.35,27236.2,27357.6,24.02,23.28,-3
2020-10-30,27423.85,27357.6,27348.45,24.75,24.02,1
2020-11-02,27453.35,27348.45,27445.0,25.21,24.75,0
2020-11-03,27595.65,27445.0,27603.55,24.24,25.21,2
2020-11-04,27674.0,27603.55,27788.4,23.2,24.24,2
2020-11-05,27936.95,27788.4,28234.35,20.97,23.2,2
2020-11-06,28282.3,28234.35,28334.85,20.5,20.97,2
2020-11-09,28596.15,28334.85,28746.0,20.11,20.5,2
2020-11-10,28930.6,28746.0,28547.45,21.58,20.11,3
2020-11-11,28663.15,28547.45,28879.8,22.03,21.58,2
2020-11-12,28921.55,28879.8,29050.0,20.62,22.03,2
2020-11-13,29029.75,29050.0,29310.05,19.7,20.62,0
2020-11-17,29608.6,29310.05,29689.1,19.8,19.7,3
2020-11-18,29685.0,29689.1,29790.95,19.12,19.8,1
2020-11-19,29710.5,29790.95,29579.8,19.57,19.12,0
